resolution_class,effort,target,profiled_fraction,speedup_if_target_2x,latency_reduction_if_target_2x_percent,speedup_if_target_free,interpretation
48mp,10,ac_search,0.13536986018809447,1.072598772967249,6.7684930094047235,1.1565638924147883,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,serializer,0.1938100215569543,1.1073032315925153,9.690501077847715,1.240402419701681,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,entropy,0.11265636872126117,1.0596904383781627,5.632818436063058,1.1269591224302964,"Amdahl sensitivity, not an achieved or predicted gain"
48mp,10,orchestration,0.10215188835524794,1.053825112625435,5.107594417762397,1.1137741306467948,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,all_gpu,0.20687985117646898,1.115374227048981,10.34399255882345,1.260843015378367,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,serializer,0.5648634069432887,1.3935955710948604,28.243170347164437,2.2981289460748022,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,entropy,0.12041079432839039,1.0640622929547872,6.02053971641952,1.1368943519906556,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,1,orchestration,0.15408399561040428,1.0834729181847884,7.704199780520214,1.1821504674351087,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,all_gpu,0.22848722962615045,1.128978595834752,11.424361481307523,1.29615482516956,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,serializer,0.5504802274831218,1.3797673118506646,27.52401137415609,2.2245962494618694,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,entropy,0.1171930404600069,1.0622437897131205,5.859652023000345,1.1327504718824069,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,2,orchestration,0.1479883458924656,1.079906811366033,7.39941729462328,1.1736928657947532,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,all_gpu,0.2240341588396593,1.126147785980661,11.201707941982965,1.2887165219858774,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,serializer,0.5465799218621681,1.3760646561057996,27.328996093108405,2.2054603406777615,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,entropy,0.1147357311470548,1.0608592296807617,5.73678655735274,1.1296061923923804,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,3,orchestration,0.14720473676508775,1.0794500826324835,7.360236838254387,1.172614393056893,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,all_gpu,0.23168434018848671,1.1310197864860747,11.584217009424336,1.3015483769331535,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,serializer,0.5546005369455951,1.3837005278621166,27.730026847279753,2.2451755849509216,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,entropy,0.14056896558725862,1.0755978377179523,7.028448279362931,1.1635604952098466,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,4,orchestration,0.13928518128238188,1.0748557381718362,6.964259064119094,1.1618250066728295,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,all_gpu,0.6448927023518416,1.4758978890240486,32.24463511759208,2.8160502659982045,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,perceptual,0.2785258812052643,1.1617949861484238,13.926294060263213,1.3860511055761193,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,comparison,0.16973403544154136,1.0927373609782929,8.486701772077069,1.2044333294233096,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,ac_search,0.1752760928166372,1.0960562264387672,8.763804640831859,1.212526993930913,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,serializer,0.2414943147788369,1.137329277242834,12.074715738941846,1.3183816805650213,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,entropy,0.06996737811670456,1.0362519147725242,3.498368905835228,1.075231101006997,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,5,orchestration,0.08097812043543225,1.0421976014436096,4.048906021771613,1.0881133760099375,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,all_gpu,0.6417806075394492,1.4725161568903822,32.08903037697246,2.7915853274474127,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,perceptual,0.27862077858090994,1.1618590343801278,13.931038929045497,1.3862334404819838,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,comparison,0.17028164658273415,1.0930644031988357,8.514082329136707,1.2052282511064323,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,ac_search,0.17345481318848396,1.0949633299197339,8.672740659424198,1.2098552093172352,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,serializer,0.24337077968091447,1.1385441941109844,12.168538984045723,1.321651309710561,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,entropy,0.07235944189957759,1.0375378291328772,3.6179720949788794,1.0780037496934716,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,6,orchestration,0.08367286009542856,1.0436631399478042,4.183643004771428,1.0913133055342465,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,all_gpu,0.7056621679233617,1.545191641961972,35.28310839616808,3.3974565652832034,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,perceptual,0.3506677808203863,1.2126119751633846,17.533389041019316,1.5400437102342324,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,comparison,0.26622801404008195,1.1535542252360724,13.311400702004098,1.3628211748801002,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,ac_search,0.1366535223249983,1.073337687844028,6.832676116249916,1.1582835233115298,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,serializer,0.1957571619347173,1.1084982341648815,9.787858096735864,1.2434055395577264,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,entropy,0.059911939318705636,1.0308810411923603,2.995596965935282,1.063730135318692,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,7,orchestration,0.07237737908016875,1.0375474837733702,3.6188689540084376,1.0780245947521194,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,all_gpu,0.5905971331309842,1.4190406781582572,29.529856656549207,2.4425818208057137,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,perceptual,0.29757628760134697,1.1747956665747288,14.878814380067348,1.4236421441200733,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,comparison,0.24578329590691048,1.140109996292606,12.289164795345524,1.3258788814581526,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,ac_search,0.0839330919538733,1.0438048857278488,4.196654597693665,1.0916233205420482,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,serializer,0.3417394418666255,1.2060830791581423,17.086972093331276,1.51915527619594,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,entropy,0.2519364234096356,1.1441231467685191,12.596821170481782,1.3367847751095556,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,8,orchestration,0.04972159434966002,1.0254946135924015,2.4860797174830007,1.0523231866093308,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,all_gpu,0.6336130210953121,1.4637141826418925,31.680651054765608,2.7293546375187656,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,perceptual,0.33797658790580154,1.2033524831518114,16.898829395290075,1.510520597506771,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,comparison,0.2918449741477135,1.170853915324282,14.592248707385675,1.4121201763645876,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,ac_search,0.07429203470948173,1.0385790763960796,3.7146017354740866,1.0802542891441649,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,serializer,0.3061243037415183,1.1807241844355527,15.306215187075914,1.4411803229198001,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,entropy,0.22363223722646675,1.1258929833748494,11.181611861323336,1.288049360044977,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,9,orchestration,0.04483986173168344,1.0229341120729876,2.2419930865841717,1.0469448628928097,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,all_gpu,0.6395290620185452,1.4700791793225816,31.97645310092726,2.7741487444168027,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,perceptual,0.31644875694741703,1.1879650282421093,15.822437847370852,1.4629481112992049,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,comparison,0.27230210540895716,1.157609791770576,13.615105270447858,1.3741966376884842,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,ac_search,0.11653413979629834,1.061872180568059,5.826706989814917,1.1319056514186399,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,serializer,0.28941284431543346,1.1691891835815944,14.470642215771672,1.4072869063283566,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,entropy,0.21268743141663798,1.118998453407182,10.634371570831899,1.2701435743612397,"Amdahl sensitivity, not an achieved or predicted gain"
clic_1_8_to_3_4mp,10,orchestration,0.056674094737641394,1.0291634535330245,2.8337047368820696,1.060079018737304,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,all_gpu,0.2879026513072192,1.168157874624967,14.39513256536096,1.4043023778079373,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,serializer,0.5529732542180124,1.3821444598932966,27.648662710900616,2.2370026165899572,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,entropy,0.1832375722585238,1.1008594021213425,9.16187861292619,1.2243462309661024,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,1,orchestration,0.09324329951286614,1.048901519259927,4.662164975643307,1.1028316630721045,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,all_gpu,0.3234297986968347,1.1929115753372206,16.171489934841734,1.4780432216403638,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,serializer,0.4838533464387111,1.319133604458503,24.192667321935556,1.9374338535380176,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,entropy,0.18729660645933255,1.103324463961804,9.364830322966627,1.230461208785343,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,2,orchestration,0.11462840683831073,1.0607988405331195,5.731420341915537,1.1294692620857296,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,all_gpu,0.31039228542695196,1.1837067165057222,15.519614271347598,1.4500997869768946,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,serializer,0.4729211494479361,1.3096900656288752,23.646057472396805,1.8972493374617427,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,entropy,0.19125025686328442,1.1057361625559212,9.562512843164221,1.236476435988128,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,3,orchestration,0.13237063586152148,1.0708762875564355,6.618531793076074,1.152565878164993,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,all_gpu,0.39225333130914425,1.2439770760828541,19.61266656545721,1.6454224293061044,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,perceptual,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,comparison,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,ac_search,0.0,1.0,0.0,1.0,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,serializer,0.44801643641516115,1.2886734414766052,22.400821820758058,1.811648146741061,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,entropy,0.16721757805779058,1.0912370044888302,8.36087890288953,1.2007938372039684,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,4,orchestration,0.0989572916350387,1.0520542180349801,4.9478645817519356,1.1098253065213828,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,all_gpu,0.5035546506620996,1.336500528325272,25.17773253310498,2.0143204107636032,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,perceptual,0.145604920482714,1.078518823788411,7.2802460241357005,1.1704187254507334,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,comparison,0.08885186434433325,1.0464913539074512,4.442593217216662,1.0975163761712523,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,ac_search,0.12247068295791916,1.0652297047221948,6.123534147895958,1.1395630671015475,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,serializer,0.3187998182513795,1.1896263286860906,15.939990912568975,1.4679972595324768,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,entropy,0.1322117726955646,1.0707852050691908,6.610588634778231,1.1523548816814986,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,5,orchestration,0.1305024728885791,1.0698061757215693,6.525123644428955,1.150089527364298,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,all_gpu,0.5047789415110111,1.3375948583958017,25.238947075550556,2.019300235436645,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,perceptual,0.14884922517828533,1.0804090229725458,7.442461258914267,1.1748799737736995,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,comparison,0.0904397612149176,1.0473615649184538,4.521988060745881,1.099432404098622,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,ac_search,0.12332572849216712,1.0657150419572172,6.166286424608356,1.1406745156100606,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,serializer,0.32090840472432686,1.19112024956068,16.045420236216344,1.4725554063057666,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,entropy,0.1305604675597702,1.0698393637740966,6.528023377988509,1.150166242376086,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,6,orchestration,0.12054459421441127,1.0641380443735642,6.0272297107205635,1.1370673185034694,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,all_gpu,0.5803901646951899,1.4088378019518102,29.019508234759495,2.3831662555611617,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,perceptual,0.20167550765627054,1.1121463387252375,10.083775382813528,1.252623475279068,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,comparison,0.15373443282295482,1.0832677787833178,7.686721641147741,1.1816621623112695,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,ac_search,0.09970956239380288,1.0524706962791475,4.985478119690144,1.110752661839798,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,serializer,0.2443507102830223,1.1391796822487328,12.217535514151114,1.3233652351801215,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,entropy,0.0948998541994472,1.0498135777316677,4.74499270997236,1.1048501148074716,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,7,orchestration,0.1318722331688328,1.0705905856709803,6.593611658441639,1.1519041760986308,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,all_gpu,0.4873592267222664,1.3221909889855805,24.367961336113318,1.950683699242607,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,perceptual,0.17067633731203977,1.0933002402982381,8.533816865601988,1.2058018418995216,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,comparison,0.1414814935635901,1.0761259535880932,7.074074678179505,1.1647972553915698,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,ac_search,0.061172532771727614,1.0315513029424836,3.0586266385863805,1.0651584395504843,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,serializer,0.38742242630599777,1.2402504119032935,19.371121315299888,1.6324463103827647,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,entropy,0.29271090878751244,1.1714477707929558,14.635545439375623,1.4138490363052618,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,8,orchestration,0.0939639210291562,1.049298081010036,4.69819605145781,1.1037088071988135,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,all_gpu,0.5292025371071295,1.359806533842026,26.460126855356474,2.1240556265010055,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,perceptual,0.19609275167611837,1.1087044535456687,9.804637583805919,1.243924597128543,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,comparison,0.169320701192337,1.0924906406614294,8.46603505961685,1.2038340204641862,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,ac_search,0.05862517213315937,1.0301977605208656,2.9312586066579684,1.0622761204121043,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,serializer,0.3555388355660048,1.2162038503891195,17.77694177830024,1.5516838797854646,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,entropy,0.27230970792264664,1.1576148857068733,13.615485396132332,1.3742109945500003,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,9,orchestration,0.09015754350156953,1.0472067961390215,4.507877175078477,1.0990913787960004,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,all_gpu,0.5181001569217604,1.3496188756222214,25.90500784608802,2.0751199950850436,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,perceptual,0.1920065826495979,1.106198717764682,9.600329132479896,1.237633845185561,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,comparison,0.16386084400393913,1.0892420617842815,8.193042200196956,1.1959731736384691,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,ac_search,0.06282656950760977,1.03243208301264,3.1413284753804884,1.0670383596711666,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,serializer,0.33843695741348095,1.2036858961948524,16.921847870674046,1.5115717409036193,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,entropy,0.25477827361384775,1.1459861917611005,12.738913680692388,1.3418825090478228,"Amdahl sensitivity, not an achieved or predicted gain"
kodak_0_4mp,10,orchestration,0.11159538718740682,1.059095061741666,5.579769359370341,1.1256132460119808,"Amdahl sensitivity, not an achieved or predicted gain"
